label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
0,0.0,0.0,0.0,-0.0247902858362941,-0.1393716007210427,-0.2706782931586693,0.0199333168049718,-0.2323052748883701,-0.4180025813038572,0.0951706440504526,-0.2855737019665648,-0.5190980153862976,0.1750373227890284,-0.3374205771331529,-0.6165695497964565,0.3781748345259985,-0.1999407122595596,-0.3399328682852904,0.6187180591529187,-0.2453982192805875,-0.4560947429963614,0.7880037377789549,-0.2744258016184819,-0.5417462777506261,0.9382090307469833,-0.3001471475460883,-0.6006170719383968,0.4118743585035458,-0.1494626449157942,-0.2525752773250067,0.6529264084575569,-0.2011270311762693,-0.364931697761395,0.8373662817476402,-0.2342204212137289,-0.4469974806402125,1.0,-0.2574546154039252,-0.5049278011860658,0.4273266841934992,-0.1241691748314234,-0.1794144488930659,0.6391401754544805,-0.174024184998058,-0.2670608454705104,0.8072508173218357,-0.2013690334659833,-0.3342017788039566,0.9565682044530114,-0.2132378637120951,-0.3797544437766073,0.4361820500301657,-0.1191026397147193,-0.1274452857104707,0.6038524056804537,-0.1589531962494722,-0.1963303525332824,0.7340290476081685,-0.1736383351934791,-0.2436692828041868,0.8538605147315368,-0.1702153284475948,-0.2772535701144949,0.0,0.0,0.0,-0.046132132647641,-0.2877162968612058,-0.0278683360499189,-0.1234720666908805,-0.605035316808033,-0.0675206642378894,-0.1799419761725385,-0.8326017046560369,-0.1009758314543498,-0.252010238846316,-1.0,-0.1342365951948665,-0.2718512011043235,-0.5526902859939504,-0.1417811547637513,-0.5498786251986508,-0.491565402857551,-0.1992436536253569,-0.4815737287389918,-0.4204060065309551,-0.2090052796177633,-0.3893855875494248,-0.435531280766505,-0.2104904509039356,-0.2957165705381527,-0.3668952290372473,-0.1618250536401194,-0.5743949019655583,-0.3131348137879555,-0.2089773687298126,-0.4895827859665981,-0.2656746699195596,-0.1948208084113981,-0.3970605616572125,-0.2660725493546941,-0.1906042418027285,-0.306423872889386,-0.175802150059104,-0.1791459843944585,-0.5527479184140668,-0.1430761812758431,-0.2309585702363302,-0.4685904080853046,-0.1107765999430148,-0.1983984294961111,-0.3762207401821092,-0.1175464060407405,-0.1776535320070817,-0.3096932029032563,-0.0006059108981211,-0.1951323547893931,-0.4936500322140573,-0.0009144138528613,-0.2410537785320702,-0.415793871947851,0.015247011165742,-0.2182805164924034,-0.3279407982521659,0.0111803813078028,-0.1959932198027079
0,0.0,0.0,0.0,-0.0467344966461563,-0.2855923842366984,-0.0306532768917907,-0.1195201673345364,-0.6042349464617083,-0.0743898090124024,-0.1709696132657617,-0.8353955525137206,-0.110831121632478,-0.2552037593551394,-1.0,-0.1480933968704391,-0.274881259723027,-0.5589442710829573,-0.1438979707619785,-0.5579553070830116,-0.4876670186414278,-0.2022542025428731,-0.4945431307729611,-0.4103104026660591,-0.2173225311795334,-0.40221545581992,-0.4241098930116467,-0.2227121840983873,-0.3010726564767295,-0.3790219891269104,-0.1618032392128453,-0.5816271065311327,-0.3064360964139853,-0.204483605795977,-0.5001176925454771,-0.2577537645071424,-0.1924070823234829,-0.4088793432409344,-0.2572981194716408,-0.1911806062588695,-0.3155250489755392,-0.1837587123206606,-0.1770621683272711,-0.5618872149343175,-0.1385748582884069,-0.2215128663370224,-0.4826087600436486,-0.1044069950020844,-0.1909558560364826,-0.3930445753819966,-0.1098763109641871,-0.1738837999965548,-0.3218772953591324,-0.0037989326058137,-0.1914600472775733,-0.5035054102333589,0.0089506204933759,-0.2322099094969428,-0.4304947529921794,0.0284431529249984,-0.2112562249009906,-0.3477091547784591,0.0277508623696755,-0.1911495681980141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0461307308617689,-0.2862402808530342,-0.0331499942397826,-0.1189818302527309,-0.6086912156897442,-0.0774132081060617,-0.1766827012342537,-0.8444481184273961,-0.1126832493511845,-0.2699826372014669,-1.0,-0.1474931861224402,-0.269603865345798,-0.5665905463323874,-0.1595209988102318,-0.5754164472233246,-0.4973655497148555,-0.2195750767267993,-0.5111818424586781,-0.4151176469258611,-0.229219954701232,-0.4153896974701075,-0.4252119330248695,-0.2306856774628373,-0.2937060904770684,-0.386378937830719,-0.1764509887419398,-0.5931473616263747,-0.3018198163230972,-0.2242357990218015,-0.5054066211128659,-0.2507514891740028,-0.2089969725493623,-0.4132901453767068,-0.2533965954448567,-0.2055448166335627,-0.307194630933164,-0.191405882943674,-0.1897556730809668,-0.5681251697288633,-0.132973785306429,-0.2386789583794846,-0.4821048865444285,-0.095364613925565,-0.2020929836264209,-0.3913788554890112,-0.1009037890424821,-0.1808955236905053,-0.312901718552168,-0.0111471297779583,-0.2022893322721904,-0.5065761962716321,0.0162710443608685,-0.2479491008564717,-0.4304995622973143,0.0405650772349073,-0.2255089067689938,-0.3463276082704657,0.041299694431537,-0.2035516427611355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0486426306500059,-0.2850333143978615,-0.0282449330353036,-0.1280721853117735,-0.6067677212901199,-0.0678303601948499,-0.1827254033603813,-0.8419464398463123,-0.1003448194699696,-0.2721559269610087,-1.0,-0.1320602406227282,-0.2661380566886229,-0.5734110510960092,-0.1454794501206089,-0.5702433176466565,-0.5077542023764967,-0.2079587889243304,-0.5053693778589238,-0.4281117028182188,-0.2232684385104415,-0.4102037494767414,-0.4393032632974192,-0.2284089203960345,-0.289543946443646,-0.3960949230770205,-0.1653572328116878,-0.5938987249904532,-0.3110806708096719,-0.213893123842797,-0.5082134983949179,-0.2609827319896114,-0.2014954561356293,-0.4147267307432901,-0.2667070707838335,-0.1994696693794403,-0.3029181525312419,-0.2021481944489302,-0.1826875137501272,-0.5678064047491936,-0.1443400671417633,-0.23142430720846,-0.4854044876434963,-0.1112832613595415,-0.1957670009344859,-0.3934841711488005,-0.1214720017833541,-0.1747031488135547,-0.3085012669033917,-0.0210728369706538,-0.1993876380972809,-0.5069196800348564,0.0017041924654554,-0.2437473254593417,-0.43204255478146,0.0222919267127577,-0.2201106992221239,-0.3440027434268897,0.0197726856768671,-0.1971304617751068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0465891300197288,-0.2879691974797938,-0.0311275021426585,-0.1192232546299242,-0.6108529561509578,-0.0736249365918407,-0.1746372430471584,-0.8474326990390123,-0.1076524436719654,-0.2670791701139184,-1.0,-0.1406228841511864,-0.2614472093171259,-0.5660873162349647,-0.155140938469267,-0.5643209444409089,-0.5038447463883409,-0.2157042757536812,-0.4974489276395341,-0.4269261121364475,-0.2281356422973075,-0.4014045694647744,-0.4373388277222682,-0.2316156429337232,-0.2862884235982944,-0.3841319289760071,-0.1732992409099212,-0.5880605231337109,-0.3053581429389677,-0.2201346041441859,-0.5005839114109336,-0.2602144720931713,-0.2065218909449241,-0.4077811366384522,-0.2637946286514351,-0.2046277984737219,-0.3003188442690765,-0.1886695729650608,-0.188019675422745,-0.5614879399223572,-0.1390692420288933,-0.236502539929841,-0.4769229300579138,-0.1074233119073378,-0.2016248709614709,-0.3854391268376503,-0.1147643670845796,-0.1816896262596317,-0.306252784318717,-0.0091039266849105,-0.2019237675757393,-0.5000910074460637,0.0083577292687583,-0.2473803958453251,-0.4237290778336409,0.0284640106917838,-0.2248531095218986,-0.3365783109527143,0.0277973652389741,-0.2029575851153562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0489594040492043,-0.288189687557449,-0.032230178909981,-0.1264764888778764,-0.6096176994828593,-0.0743843410140326,-0.1833645322953217,-0.842515206496631,-0.107978144716345,-0.2772155925538122,-1.0,-0.1410365588445991,-0.2661729184484178,-0.5662622790961626,-0.155010789727575,-0.5676552821094868,-0.5008147964607429,-0.2150409729248958,-0.503431992390757,-0.4234713174700865,-0.2275276847248175,-0.4082374851132194,-0.4338401899113587,-0.2314631899961365,-0.2905579845097553,-0.3831241057940548,-0.1734221704215188,-0.5896597421489718,-0.304287872369336,-0.2189918845154034,-0.5031036439641599,-0.257136782537107,-0.2067011187154338,-0.4098226374979019,-0.2584797499820159,-0.2062822706525137,-0.3036692217311028,-0.1840205897163319,-0.1883610646834142,-0.564340145950396,-0.1328479510194946,-0.2373332373940472,-0.4806017056853514,-0.0992664114266531,-0.2039395909520877,-0.3897530992478679,-0.1027596294490492,-0.1851802092830098,-0.3071717115201701,0.0008056845521177,-0.20239152563409,-0.5015248859013196,0.0174242073039141,-0.2503030601914032,-0.4270818712982871,0.040531048428995,-0.2286763047502349,-0.341578278488702,0.0445642669309653,-0.207108536928061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0514510166180976,-0.286891523367258,-0.0319320910146382,-0.1333016017204257,-0.6085448578451501,-0.0744879320003404,-0.1938880557383077,-0.8420036335472761,-0.1083168629193805,-0.2872632380722981,-1.0,-0.1417029012125614,-0.2693498243764129,-0.5675186690147206,-0.1590358109683668,-0.5750351215143539,-0.5012871482483445,-0.2183420833857584,-0.5112228693108112,-0.4210686805777545,-0.2284619001196786,-0.414896390731892,-0.4297800332989752,-0.2307341684089709,-0.2936094538852755,-0.3890786343960861,-0.1772404825942191,-0.5972889970525475,-0.3060679022350288,-0.2220242370440653,-0.5100688080594026,-0.2567067198203213,-0.206931875308803,-0.4169975957858026,-0.2568418888039723,-0.2048085491460455,-0.307820774896237,-0.1912690766036582,-0.1918190140120392,-0.5725495496822888,-0.1367090132087643,-0.2390015775014233,-0.4877380591655781,-0.1011763865551063,-0.203307156457086,-0.3980550400414091,-0.1016449937188062,-0.1836946213916251,-0.312947907411168,-0.0054192512663283,-0.2055067353832805,-0.5095463895467611,0.0141488614095114,-0.2518791257730861,-0.4352140186251328,0.0373383497468624,-0.2297105916711046,-0.3510370535980254,0.0419139159351419,-0.2081456135063407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0490601999909115,-0.2899815040474198,-0.0316116198711416,-0.1248027211191292,-0.6089077719419075,-0.075395745350823,-0.1817150798252311,-0.8435818980089538,-0.1104289163624862,-0.2763431964448065,-1.0,-0.1447580904162002,-0.2668064525381738,-0.5598902747514294,-0.1593798918555907,-0.5706931164052557,-0.5015825818983313,-0.2190329243506493,-0.5048250941637035,-0.4232234265307181,-0.2298635631104182,-0.4086432401789199,-0.4341600165783551,-0.2328537259966247,-0.2906417054563865,-0.3799429297215036,-0.1775926765261555,-0.5927899624892156,-0.3029314102785157,-0.2230001555107377,-0.5046188315804774,-0.2569309867956495,-0.2085046496179124,-0.4114194056350293,-0.2622796334069325,-0.207070318951275,-0.3039292055248722,-0.1840758195473116,-0.191901760523692,-0.5677367934741097,-0.1325865553536259,-0.2396273570012427,-0.4811638753000878,-0.1004809785612604,-0.2041020916073666,-0.3891604500520652,-0.1070992680578863,-0.1849181002265643,-0.3085459422509887,-0.0022998278029715,-0.2053420842463706,-0.5039120599476415,0.019637164778988,-0.2525932566396709,-0.4270218809149421,0.0418323078752665,-0.230956613801704,-0.3408514970634976,0.0436048769498662,-0.2100082313354416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.0519597480390886,-0.2854307509806576,-0.0364061806166862,-0.1336838571101274,-0.6042203420337381,-0.0812632648522612,-0.1978348139198289,-0.836363066457227,-0.1165727766901133,-0.2856194663813531,-1.0,-0.1508716795879611,-0.2691246416750172,-0.5594293556500066,-0.1585871180911377,-0.5796206109531841,-0.4860407153477,-0.2202557019371641,-0.5142219997563503,-0.4072321622745634,-0.232712877436347,-0.4154928234829172,-0.4218361168316364,-0.2368796019994337,-0.2884534288198792,-0.3772797321275367,-0.1754893349962245,-0.5958953754063117,-0.2907706859061587,-0.2217108544007887,-0.50619222408532,-0.2456429847150219,-0.2081121971237903,-0.4120878677001635,-0.251482983138085,-0.2073427133088827,-0.2999666839763498,-0.1783791932222734,-0.1896284890148124,-0.5669899279617735,-0.121682979454257,-0.2389382640524827,-0.4810080892339479,-0.0863964309522986,-0.2036000328974443,-0.3918962892541767,-0.0909511288509332,-0.1842849793219822,-0.303632092863488,0.0072051152214158,-0.2032973288707295,-0.5020227124155022,0.0333092376511783,-0.2518922312282824,-0.4276229582625516,0.0574534989418688,-0.2309151128090454,-0.3436342643831672,0.0590291432805522,-0.2100513569266344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,-0.051159704919383,-0.2890594434034141,-0.0297171397115599,-0.1310292172023968,-0.6057033840063423,-0.0757929452775901,-0.1867435727817474,-0.8328189671148817,-0.1146815561010951,-0.2709026161892799,-1.0,-0.1540117496126162,-0.2835768743693758,-0.5644382039824558,-0.1554900665186198,-0.5821539160471965,-0.4909642178716307,-0.2177331615864955,-0.5150709516504335,-0.412975799476968,-0.2312404026638075,-0.4183805057348186,-0.4278269979202273,-0.2351557621260009,-0.3058427326359574,-0.3816141532648312,-0.1766239484252411,-0.5998232965426353,-0.3028335937339126,-0.2243382858258856,-0.512424582501081,-0.2553036776970121,-0.2101198430942792,-0.4190526352367028,-0.2594149609785227,-0.2077692398829867,-0.3170816774087268,-0.1823348343903795,-0.1945982646484975,-0.5780783466836892,-0.133301394580236,-0.243850170677779,-0.493250712991372,-0.0983529127113234,-0.207554594409581,-0.4016535222288573,-0.1033536655993245,-0.1866722885002467,-0.3210555747173774,0.0045903645779708,-0.2114077159347133,-0.5179740749129996,0.0193019248193068,-0.25733050566146,-0.4408452036529868,0.0395948304264563,-0.233223088170263,-0.3547199642732121,0.0398477235755616,-0.2101556173398469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
